242	2.30597125	1.42062328
248	2.40058768	1.42442405
254	2.49933679	1.41915504
260	2.60157738	1.4035377
266	2.70632592	1.37613962
272	2.81213265	1.33544111
278	2.91695013	1.27996259
284	3.01802027	1.20847426
290	3.11182621	1.12030096
296	3.19417558	1.0157088
302	3.26048647	0.896313009
308	3.30631556	0.765387661
314	3.32808452	0.6279208
320	3.32384734	0.490290208
326	3.2938626	0.359559378
332	3.24077088	0.242561958
338	3.1693401	0.145048303
344	3.08594992	0.071128386
350	2.99815283	0.023086524
356	2.9149874	0.001469661
362	2.85096274	0
368	2.80340271	0
374	2.76439977	0
380	2.73126208	0
386	2.70250432	0
392	2.67717552	0
398	2.65461637	0
404	2.63434562	0
410	2.61599884	0
416	2.59929229	0
422	2.58400014	0
428	2.56993943	0
434	2.55695972	0
440	2.54493571	0
446	2.53376192	0
452	2.52334872	0
458	2.51361928	0
464	2.50450729	0
470	2.49595509	0
476	2.48791229	0
482	2.4803346	0
488	2.47318287	0
494	2.46642238	0
500	2.46002217	0
506	2.45395455	0
512	2.44819468	0
518	2.44272015	0
524	2.43751073	0
530	2.43254811	0
536	2.4278156	0
542	2.42329806	0
548	2.41898161	0
554	2.41485359	0
560	2.41090236	0
566	2.40711723	0
572	2.40348836	0
578	2.40000669	0
584	2.39666382	0
590	2.39345198	0
596	2.39036399	0
602	2.38739317	0
608	2.38453329	0
614	2.38177858	0
620	2.37912366	0
626	2.37656347	0
632	2.37409334	0
638	2.37170884	0
644	2.36940587	0
650	2.36718056	0
656	2.36502927	0
662	2.36294861	0
668	2.36093537	0
674	2.35898652	0
680	2.35709922	0
686	2.3552708	0
692	2.35349873	0
698	2.3517806	0
704	2.35011416	0
710	2.34849727	0
716	2.34692791	0
722	2.34540415	0
728	2.34392418	0
734	2.34248628	0
740	2.34108879	0
746	2.33973018	0
752	2.33840895	0
758	2.33712369	0
764	2.33587308	0
770	2.33465582	0
776	2.33347071	0
782	2.33231659	0
788	2.33119234	0
794	2.33009692	0
800	2.32902931	0
806	2.32798856	0
812	2.32697374	0
818	2.32598398	0
824	2.32501842	0
830	2.32407627	0
836	2.32315674	0
842	2.32225912	0
848	2.32138267	0
854	2.32052673	0
860	2.31969065	0
866	2.31887379	0
872	2.31807556	0
878	2.31729538	0
884	2.31653269	0
890	2.31578697	0
896	2.3150577	0
902	2.3143444	0
908	2.31364658	0
914	2.31296379	0
920	2.3122956	0
926	2.31164157	0
932	2.31100131	0
938	2.31037442	0
944	2.30976053	0
950	2.30915926	0
956	2.30857028	0
962	2.30799323	0
968	2.30742779	0
974	2.30687366	0
980	2.30633051	0
986	2.30579806	0
992	2.30527602	0
998	2.30476411	0
1004	2.30426208	0
1010	2.30376967	0
1016	2.30328662	0
1022	2.30281269	0
1028	2.30234766	0
1034	2.30189129	0
1040	2.30144338	0
1046	2.30100371	0
1052	2.30057207	0
1058	2.30014826	0
1064	2.2997321	0
1070	2.2993234	0
1076	2.29892198	0
1082	2.29852767	0
1088	2.29814029	0
1094	2.29775968	0
1100	2.29738568	0
1106	2.29701814	0
1112	2.29665691	0
1118	2.29630183	0
1124	2.29595278	0
1130	2.29560961	0
1136	2.29527219	0
1142	2.29494038	0
1148	2.29461407	0
1154	2.29429314	0
1160	2.29397745	0
1166	2.2936669	0
1172	2.29336138	0
1178	2.29306077	0
1184	2.29276497	0
1190	2.29247388	0
1196	2.29218739	0
1202	2.29190541	0
1208	2.29162784	0
1214	2.29135458	0
1220	2.29108556	0
1226	2.29082068	0
1232	2.29055985	0
1238	2.290303	0
1244	2.29005004	0
1250	2.28980088	0
1256	2.28955547	0
1262	2.28931371	0
1268	2.28907554	0
1274	2.28884088	0
1280	2.28860967	0
1286	2.28838183	0
1292	2.28815731	0
1298	2.28793603	0
1304	2.28771794	0
1310	2.28750296	0
1316	2.28729106	0
1322	2.28708215	0
1328	2.28687619	0
1334	2.28667312	0
1340	2.28647289	0
1346	2.28627544	0
1454	2.28314357	0
1460	2.28299039	0
1466	2.28283914	0
1472	2.28268981	0
1478	2.28254235	0
1484	2.28239674	0
1490	2.28225294	0
1496	2.28211093	0
1502	2.28197067	0
1508	2.28183214	0
1514	2.2816953	0
1520	2.28156014	0
1526	2.28142662	0
1532	2.28129471	0
1538	2.28116439	0
1544	2.28103564	0
1550	2.28090842	0
1556	2.28078272	0
1562	2.28065851	0
1568	2.28053576	0
1574	2.28041446	0
1580	2.28029458	0
1586	2.28017609	0
1592	2.28005899	0
1598	2.27994323	0
1604	2.27982881	0
1610	2.27971571	0
1616	2.2796039	0
1622	2.27949336	0
1628	2.27938408	0
1634	2.27927603	0
1640	2.27916919	0
1646	2.27906356	0
1652	2.27895911	0
1658	2.27885581	0
1664	2.27875367	0
1670	2.27865265	0
1676	2.27855274	0
1682	2.27845393	0
1688	2.2783562	0
1694	2.27825953	0
1700	2.27816391	0
